TRAVEL_ID,GENDER,AGE_GRP,FCLTY_ID,FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,DGSTFN
h_h005586,여,50,136,비자림,문화관광/명소,관광지,휴양림/수목원,4.0
h_h001850,남,40,137,빛의벙커,전시/공연,전시/기념관,기타전시/박물관,4.0
h_h002454,여,50,137,빛의벙커,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h003135,남,30,137,빛의벙커,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h003744,여,20,137,빛의벙커,전시/공연,전시/기념관,기타전시/박물관,4.0
h_h004315,여,30,137,빛의벙커,전시/공연,전시/기념관,기타전시/박물관,4.0
h_h004331,남,20,137,빛의벙커,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h004399,남,40,137,빛의벙커,전시/공연,전시/기념관,기타전시/박물관,2.0
h_h004410,여,30,137,빛의벙커,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h004895,여,30,137,빛의벙커,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h004970,여,30,137,빛의벙커,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h005141,여,20,137,빛의벙커,전시/공연,전시/기념관,기타전시/박물관,4.0
h_h005271,여,20,137,빛의벙커,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h005922,남,30,137,빛의벙커,전시/공연,전시/기념관,기타전시/박물관,4.0
h_h006496,여,50,137,빛의벙커,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h002050,남,30,140,사계해안,문화관광/명소,관광지,해수욕장,5.0
h_h001541,여,40,141,사라봉공원,문화관광/명소,관광지,유명관광지,4.0
h_h001668,여,40,141,사라봉공원,문화관광/명소,관광지,유명관광지,4.0
h_h001150,여,50,155,새별오름,문화관광/명소,관광지,유명관광지,4.0
h_h000185,여,40,157,새별프렌즈,문화관광/명소,관광지,동물원,3.0
h_h001492,여,50,157,새별프렌즈,문화관광/명소,관광지,동물원,3.0
h_h002513,여,30,157,새별프렌즈,문화관광/명소,관광지,동물원,4.0
h_h002629,여,40,157,새별프렌즈,문화관광/명소,관광지,동물원,5.0
h_h003111,여,30,157,새별프렌즈,문화관광/명소,관광지,동물원,4.0
h_h003195,여,20,157,새별프렌즈,문화관광/명소,관광지,동물원,5.0
h_h003959,여,30,157,새별프렌즈,문화관광/명소,관광지,동물원,2.0
h_h005184,여,30,157,새별프렌즈,문화관광/명소,관광지,동물원,3.0
h_h005321,여,40,157,새별프렌즈,문화관광/명소,관광지,동물원,5.0
h_h005583,여,30,157,새별프렌즈,문화관광/명소,관광지,동물원,5.0
h_h005624,여,30,157,새별프렌즈,문화관광/명소,관광지,동물원,4.0
h_h000141,여,50,159,샤인빌파크CC,레저/체육/공원,대형레저시설,퍼블릭골프장,4.0
h_h000141,여,50,159,샤인빌파크CC,레저/체육/공원,대형레저시설,퍼블릭골프장,4.0
h_h000138,남,40,170,서귀포치유의숲,문화관광/명소,관광지,휴양림/수목원,4.0
h_h000147,남,50,170,서귀포치유의숲,문화관광/명소,관광지,휴양림/수목원,5.0
h_h000204,여,30,170,서귀포치유의숲,문화관광/명소,관광지,휴양림/수목원,4.0
h_h000599,여,50,170,서귀포치유의숲,문화관광/명소,관광지,휴양림/수목원,4.0
h_h003263,여,50,170,서귀포치유의숲,문화관광/명소,관광지,휴양림/수목원,4.0
h_h004101,남,50,170,서귀포치유의숲,문화관광/명소,관광지,휴양림/수목원,4.0
h_h000147,남,50,174,서복전시관,전시/공연,전시/기념관,기타전시/박물관,2.0
h_h001200,남,50,174,서복전시관,전시/공연,전시/기념관,기타전시/박물관,4.0
h_h001325,남,20,174,서복전시관,전시/공연,전시/기념관,기타전시/박물관,4.0
h_h001516,남,30,174,서복전시관,전시/공연,전시/기념관,기타전시/박물관,4.0
h_h002170,여,40,174,서복전시관,전시/공연,전시/기념관,기타전시/박물관,4.0
h_h005455,남,50,174,서복전시관,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h000713,남,30,176,서프라이즈테마파크,문화관광/명소,관광지,N,5.0
h_h000761,남,30,176,서프라이즈테마파크,문화관광/명소,관광지,N,3.0
h_h005434,여,50,176,서프라이즈테마파크,문화관광/명소,관광지,N,5.0
h_h001406,여,40,177,선녀와나무꾼테마공원,문화관광/명소,관광지,일반유원지/일반놀이공원,2.0
h_h003507,남,20,177,선녀와나무꾼테마공원,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h000060,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000093,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000107,남,40,179,섭지코지,문화관광/명소,관광지,유명관광지,3.0
h_h000138,남,40,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000222,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000261,남,40,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000282,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000286,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,3.0
h_h000334,남,40,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000455,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000475,여,40,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000533,남,40,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h000553,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000595,여,40,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h000759,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h000810,남,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000915,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,3.0
h_h001057,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h001082,남,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001140,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001150,여,50,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001185,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001391,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001392,남,40,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h001397,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001398,남,50,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001406,여,40,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h001434,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h001451,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001596,남,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001690,남,40,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001719,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h001731,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001850,남,40,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h001985,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002018,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002113,남,50,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h002132,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,1.0
h_h002183,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002265,남,50,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002327,남,40,179,섭지코지,문화관광/명소,관광지,유명관광지,2.0
h_h002328,남,40,179,섭지코지,문화관광/명소,관광지,유명관광지,3.0
h_h002385,남,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002435,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h002527,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002552,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002608,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002610,여,50,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002625,여,60,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h002653,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h002751,남,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002842,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h002955,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h003444,남,40,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h003451,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h003536,남,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h003556,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h003565,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h003571,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h003692,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h003742,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h003827,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h003867,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h004063,남,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h004101,남,50,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h004150,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,3.0
h_h004193,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h004244,남,20,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h004288,여,50,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h004410,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h004411,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h004415,남,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h004446,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h004696,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h005238,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h005274,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,3.0
h_h005280,남,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h005366,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h005629,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h005700,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h005746,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h005831,여,20,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h005922,남,30,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h006436,여,40,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h006528,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h006678,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,1.0
h_h006706,여,30,179,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h000060,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000093,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000107,남,40,180,섭지코지,문화관광/명소,관광지,유명관광지,3.0
h_h000138,남,40,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000222,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000261,남,40,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000282,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000286,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,3.0
h_h000334,남,40,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000455,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000475,여,40,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000533,남,40,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h000553,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000595,여,40,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h000759,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h000810,남,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h000915,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,3.0
h_h001057,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h001082,남,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001140,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001150,여,50,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001185,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001391,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001392,남,40,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h001397,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001398,남,50,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001406,여,40,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h001434,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h001451,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001596,남,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001690,남,40,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001719,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h001731,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h001850,남,40,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h001985,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002018,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002113,남,50,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h002132,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,1.0
h_h002183,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002265,남,50,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002327,남,40,180,섭지코지,문화관광/명소,관광지,유명관광지,2.0
h_h002328,남,40,180,섭지코지,문화관광/명소,관광지,유명관광지,3.0
h_h002385,남,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002435,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h002527,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002552,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002608,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002610,여,50,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002625,여,60,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h002653,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h002751,남,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h002842,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h002955,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h003444,남,40,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h003451,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h003536,남,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h003556,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h003565,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h003571,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h003692,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h003742,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h003827,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h003867,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h004063,남,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h004101,남,50,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h004150,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,3.0
h_h004193,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h004244,남,20,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h004288,여,50,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h004410,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h004411,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h004415,남,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h004446,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h004696,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h005238,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h005274,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,3.0
h_h005280,남,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h005366,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h005629,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h005700,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h005746,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h005831,여,20,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h005922,남,30,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h006436,여,40,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h006528,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,5.0
h_h006678,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,1.0
h_h006706,여,30,180,섭지코지,문화관광/명소,관광지,유명관광지,4.0
h_h001720,남,30,183,성산일출봉,문화관광/명소,관광지,유명관광지,5.0
h_h003443,여,30,187,세계술박물관,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h000815,남,50,191,세리월드,문화관광/명소,관광지,일반유원지/일반놀이공원,2.0
h_h001140,남,30,191,세리월드,문화관광/명소,관광지,일반유원지/일반놀이공원,4.0
h_h001842,남,20,191,세리월드,문화관광/명소,관광지,일반유원지/일반놀이공원,3.0
h_h002328,남,40,191,세리월드,문화관광/명소,관광지,일반유원지/일반놀이공원,4.0
h_h002694,여,50,191,세리월드,문화관광/명소,관광지,일반유원지/일반놀이공원,3.0
h_h002778,여,20,191,세리월드,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h003057,남,20,191,세리월드,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h003563,남,30,191,세리월드,문화관광/명소,관광지,일반유원지/일반놀이공원,3.0
h_h003272,여,50,197,소암기념관,전시/공연,전시/기념관,기타전시/박물관,4.0
h_h001458,여,20,198,소인국테마파크,문화관광/명소,관광지,유명관광지,3.0
h_h001788,남,50,198,소인국테마파크,문화관광/명소,관광지,유명관광지,5.0
h_h002592,남,50,198,소인국테마파크,문화관광/명소,관광지,유명관광지,4.0
h_h004474,남,20,198,소인국테마파크,문화관광/명소,관광지,유명관광지,5.0
h_h002792,여,40,203,수목원테마파크아이스뮤지엄,전시/공연,전시/기념관,기타전시/박물관,4.0
h_h000085,여,30,209,숨도,전시/공연,전시/기념관,기타전시/박물관,4.0
h_h000337,여,50,209,숨도,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h000599,여,50,209,숨도,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h000609,여,50,209,숨도,전시/공연,전시/기념관,기타전시/박물관,3.0
h_h000614,여,50,209,숨도,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h000765,남,40,209,숨도,전시/공연,전시/기념관,기타전시/박물관,3.0
h_h000805,여,20,209,숨도,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h001345,여,20,209,숨도,전시/공연,전시/기념관,기타전시/박물관,4.0
h_h001482,남,50,209,숨도,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h001906,여,30,209,숨도,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h002334,여,20,209,숨도,전시/공연,전시/기념관,기타전시/박물관,2.0
h_h000098,남,20,212,스카이워터쇼,전시/공연,영화/연극/공연,공연/연극/문화센터,5.0
h_h000344,남,40,212,스카이워터쇼,전시/공연,영화/연극/공연,공연/연극/문화센터,5.0
h_h000603,여,40,212,스카이워터쇼,전시/공연,영화/연극/공연,공연/연극/문화센터,3.0
h_h000645,여,30,212,스카이워터쇼,전시/공연,영화/연극/공연,공연/연극/문화센터,4.0
h_h001299,여,40,212,스카이워터쇼,전시/공연,영화/연극/공연,공연/연극/문화센터,3.0
h_h002356,여,20,212,스카이워터쇼,전시/공연,영화/연극/공연,공연/연극/문화센터,2.0
h_h002768,여,50,212,스카이워터쇼,전시/공연,영화/연극/공연,공연/연극/문화센터,5.0
h_h002847,남,60,212,스카이워터쇼,전시/공연,영화/연극/공연,공연/연극/문화센터,5.0
h_h005494,여,20,212,스카이워터쇼,전시/공연,영화/연극/공연,공연/연극/문화센터,4.0
h_h000060,남,30,220,신양섭지해수욕장,문화관광/명소,관광지,해수욕장,3.0
h_h000093,여,30,220,신양섭지해수욕장,문화관광/명소,관광지,해수욕장,2.0
h_h000322,남,30,220,신양섭지해수욕장,문화관광/명소,관광지,해수욕장,5.0
h_h000645,여,30,220,신양섭지해수욕장,문화관광/명소,관광지,해수욕장,3.0
h_h001103,남,20,220,신양섭지해수욕장,문화관광/명소,관광지,해수욕장,5.0
h_h001303,여,20,220,신양섭지해수욕장,문화관광/명소,관광지,해수욕장,1.0
h_h001763,남,40,220,신양섭지해수욕장,문화관광/명소,관광지,해수욕장,4.0
h_h001850,남,40,220,신양섭지해수욕장,문화관광/명소,관광지,해수욕장,4.0
h_h001850,남,40,220,신양섭지해수욕장,문화관광/명소,관광지,해수욕장,4.0
h_h002167,여,50,220,신양섭지해수욕장,문화관광/명소,관광지,해수욕장,4.0
h_h004032,남,30,220,신양섭지해수욕장,문화관광/명소,관광지,해수욕장,3.0
h_h006646,여,30,220,신양섭지해수욕장,문화관광/명소,관광지,해수욕장,2.0
h_h003880,여,60,227,신창풍차해안도로,문화관광/명소,관광지,유명관광지,5.0
h_h001184,여,20,233,아라리오뮤지엄동문모텔2,전시/공연,전시/기념관,미술관,3.0
h_h006748,남,50,237,아프리카박물관,전시/공연,전시/기념관,기타전시/박물관,5.0
h_h005052,여,20,239,애월해안도로,문화관광/명소,관광지,유명관광지,5.0
h_h000043,여,30,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h000053,여,30,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h000107,남,40,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h000125,남,50,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h000179,여,40,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h000221,남,40,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h000660,남,20,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,4.0
h_h000756,여,40,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h000760,여,50,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h000771,여,40,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h000806,여,30,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h000926,여,40,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,4.0
h_h001146,남,20,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h001260,여,30,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h001260,여,30,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,5.0
h_h001299,여,40,244,에코랜드테마파크,문화관광/명소,관광지,일반유원지/일반놀이공원,3.0
